Logistic_Probabilities,RF_Probabilities
"[9.98414820e-01 1.58760598e-04 6.61527277e-05 1.04107874e-04
 6.37121698e-05 1.43544092e-04 1.19323505e-04 8.12138486e-05
 4.58741607e-05 9.02515890e-05 5.22207557e-05 9.96327083e-05
 9.45386509e-05 8.88848644e-05 9.63885431e-05 7.42970173e-05
 7.22723363e-05 1.34004436e-04]","[0.86 0.   0.01 0.   0.   0.01 0.07 0.   0.   0.01 0.   0.01 0.01 0.
 0.01 0.01 0.   0.  ]"
"[2.34850862e-04 3.53303159e-04 2.57641329e-04 3.37022604e-04
 1.53509618e-04 2.54634631e-04 2.26294808e-04 2.37327394e-04
 6.04063561e-05 2.58392832e-04 2.75755789e-04 2.12077336e-04
 1.74300789e-04 2.62815001e-04 2.54386568e-04 2.91004367e-04
 1.68890987e-04 9.95987386e-01]","[0.01 0.01 0.   0.08 0.   0.04 0.01 0.   0.   0.02 0.   0.   0.   0.03
 0.01 0.07 0.   0.72]"
"[2.10265548e-05 2.24467958e-05 3.77893295e-05 2.42551078e-05
 2.51615826e-05 2.71883316e-05 2.28999481e-05 2.65119262e-05
 6.63788947e-06 8.31261771e-05 6.07010631e-05 1.38560679e-05
 9.99516341e-01 2.80744143e-05 2.31422478e-05 2.83541923e-05
 1.79304028e-05 1.45564853e-05]","[0.04 0.01 0.   0.03 0.01 0.01 0.   0.01 0.01 0.   0.   0.   0.82 0.02
 0.   0.04 0.   0.  ]"
"[1.48936753e-04 1.36785423e-04 4.66848524e-05 8.24156614e-05
 5.93445440e-05 1.71615183e-04 1.16023217e-04 8.73602933e-05
 3.66786263e-05 1.46959691e-04 3.62604288e-05 9.98262379e-01
 8.85422766e-05 4.59079128e-05 1.92264994e-04 7.94167770e-05
 9.67843459e-05 1.65639614e-04]","[0.   0.01 0.01 0.01 0.   0.02 0.   0.   0.   0.02 0.   0.86 0.   0.
 0.05 0.02 0.   0.  ]"
"[7.78386393e-05 1.02765090e-04 1.08218602e-04 9.98543511e-01
 5.66759981e-05 7.24767932e-05 6.95883490e-05 9.06246561e-05
 4.23572493e-05 7.77032600e-05 2.37211496e-04 6.03386577e-05
 5.94514902e-05 1.08068812e-04 7.68077353e-05 8.84891721e-05
 5.94401032e-05 6.84331711e-05]","[0.01 0.01 0.01 0.91 0.   0.01 0.   0.   0.   0.   0.01 0.   0.03 0.
 0.   0.01 0.   0.  ]"
"[6.14521374e-05 9.35503618e-05 3.99104499e-05 5.44457412e-05
 3.68452450e-05 9.98797238e-01 4.97912640e-05 6.07355378e-05
 1.36441011e-05 1.11573381e-04 1.31379415e-05 1.31026196e-04
 9.82102485e-05 3.84442316e-05 1.24162493e-04 9.51554530e-05
 4.17071135e-05 1.38969994e-04]","[0.   0.04 0.01 0.   0.   0.76 0.01 0.   0.   0.03 0.   0.02 0.06 0.
 0.05 0.   0.   0.02]"
"[3.40835981e-05 3.03260680e-05 2.25471429e-05 1.47470642e-05
 2.15737856e-05 1.81725771e-05 2.25419761e-05 2.26380200e-05
 9.99302406e-01 2.87425554e-05 2.59977441e-04 2.72230610e-05
 2.86041395e-05 2.53844289e-05 3.69434809e-05 2.44728299e-05
 4.82943554e-05 3.13210278e-05]","[0.01 0.   0.   0.01 0.   0.   0.   0.   0.96 0.   0.   0.   0.01 0.
 0.   0.01 0.   0.  ]"
"[1.12847323e-04 1.08665567e-04 9.69659875e-05 1.05722304e-04
 5.93023506e-05 9.94645557e-05 9.98410520e-01 7.75354662e-05
 3.98088741e-05 9.47670487e-05 1.80851564e-04 7.67990227e-05
 8.04156201e-05 7.15922644e-05 1.11335219e-04 9.49087708e-05
 7.13254310e-05 1.07172313e-04]","[0.04 0.02 0.   0.03 0.   0.   0.87 0.   0.01 0.02 0.   0.   0.   0.
 0.   0.   0.01 0.  ]"
"[5.43038940e-05 6.13195264e-05 3.35587651e-05 2.95445347e-05
 4.85680949e-05 7.39192940e-05 4.75145489e-05 3.00874724e-05
 9.99144779e-01 4.75271411e-05 4.29302496e-05 6.49198122e-05
 4.06730449e-05 3.16033086e-05 7.08239601e-05 3.97011908e-05
 4.89138939e-05 8.93118440e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.   0.   0.   0.
 0.   0.   0.   0.01]"
"[4.61023526e-05 5.36858573e-05 3.43126720e-05 3.21831346e-05
 5.06522944e-05 4.30019417e-05 3.58891832e-05 2.80613306e-05
 9.99126055e-01 4.01443238e-05 1.71946729e-04 5.72729368e-05
 4.27788378e-05 3.10313743e-05 5.01747136e-05 4.85183077e-05
 6.61121446e-05 4.20771299e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.95 0.01 0.04 0.   0.   0.
 0.   0.   0.   0.  ]"
"[6.63579327e-05 1.37422478e-04 9.98458368e-01 2.65822851e-04
 6.74246325e-05 3.69626339e-05 6.06643961e-05 8.71138300e-05
 6.69653715e-05 6.69761282e-05 1.35153408e-04 1.43567840e-04
 9.69534462e-05 1.03210421e-04 4.89895484e-05 7.73450315e-05
 6.12997725e-05 1.94021368e-05]","[0.   0.   0.83 0.   0.01 0.   0.01 0.   0.   0.01 0.01 0.   0.   0.12
 0.   0.   0.01 0.  ]"
"[6.99931440e-05 1.30081094e-04 4.68197482e-05 6.22846334e-05
 3.02194417e-05 1.93922693e-04 6.11399487e-05 5.46306354e-05
 1.73542667e-05 8.59320544e-05 8.70160875e-06 1.67052151e-04
 9.52668158e-05 4.77277851e-05 1.41865185e-04 6.46295604e-05
 4.43244695e-05 9.98678055e-01]","[0.01 0.02 0.   0.   0.   0.   0.01 0.   0.   0.   0.   0.01 0.   0.
 0.01 0.   0.   0.94]"
"[2.84076591e-05 2.98323194e-05 4.88996305e-05 2.09004127e-05
 4.56308828e-05 3.59810036e-05 2.99854905e-05 2.11289463e-05
 9.99181788e-01 2.75318381e-05 2.88282272e-04 3.08799523e-05
 2.76907679e-05 3.24652220e-05 1.90232634e-05 3.07710715e-05
 7.08958471e-05 2.99057357e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.94 0.01 0.04 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.02603174e-04 1.17613729e-04 2.50780644e-05 5.63485513e-05
 3.50628663e-05 1.51718626e-04 9.06555996e-05 5.58180994e-05
 2.49406144e-05 1.32484662e-04 1.32545659e-05 9.98627052e-01
 6.28983909e-05 2.48843748e-05 1.75522286e-04 6.03802586e-05
 6.11623838e-05 1.82521792e-04]","[0.02 0.01 0.   0.01 0.   0.   0.   0.   0.01 0.   0.01 0.89 0.01 0.
 0.01 0.02 0.01 0.  ]"
"[1.67224070e-04 1.31515416e-04 6.66081702e-05 1.00473229e-04
 5.28946008e-05 1.17453514e-04 1.85207418e-04 1.15819124e-04
 4.05824335e-05 1.67642784e-04 4.26205050e-05 9.98026971e-01
 1.13481914e-04 7.53385222e-05 1.29348359e-04 1.19913713e-04
 4.75680868e-05 2.99336649e-04]","[0.03 0.   0.   0.   0.   0.02 0.06 0.   0.01 0.04 0.   0.76 0.   0.
 0.   0.   0.   0.08]"
"[1.24867988e-04 1.05367687e-04 7.98513727e-05 1.01232332e-04
 6.40805532e-05 9.98387887e-01 1.35249519e-04 8.05670273e-05
 3.29225613e-05 1.13290995e-04 1.29853980e-05 1.60966486e-04
 1.18559398e-04 6.08158458e-05 1.40633404e-04 1.13491225e-04
 5.20265241e-05 1.15204412e-04]","[0.01 0.04 0.   0.01 0.   0.78 0.01 0.   0.   0.04 0.   0.02 0.01 0.
 0.02 0.03 0.   0.03]"
"[1.12985068e-04 1.06724645e-04 1.23960988e-04 9.98098922e-01
 9.13118543e-05 4.70758521e-05 1.01169800e-04 1.43957933e-04
 2.44836590e-05 9.50520466e-05 7.37617066e-05 8.91615185e-05
 9.93160804e-05 1.38755464e-04 4.38649136e-04 1.04214178e-04
 7.20003518e-05 3.84979289e-05]","[0.02 0.01 0.05 0.77 0.   0.   0.02 0.02 0.   0.02 0.   0.02 0.02 0.01
 0.02 0.02 0.   0.  ]"
"[7.95830309e-05 6.88459026e-05 8.34974181e-05 7.61905573e-05
 5.33048499e-05 7.30233177e-05 9.98793540e-01 7.42161996e-05
 2.26402736e-05 1.02117884e-04 2.90509992e-05 7.46956266e-05
 6.48026925e-05 4.57992797e-05 1.10263053e-04 1.02171703e-04
 5.57487167e-05 9.05080810e-05]","[0.03 0.01 0.02 0.01 0.   0.01 0.84 0.   0.   0.   0.   0.01 0.   0.
 0.04 0.02 0.   0.01]"
"[1.97152208e-04 1.89415185e-04 1.73315726e-04 1.78229767e-04
 1.30041979e-04 1.96546170e-04 1.87531650e-04 1.55416670e-04
 5.24704889e-05 2.04891008e-04 2.44863867e-04 9.97053494e-01
 1.93993969e-04 1.91229035e-04 1.82249973e-04 1.84171523e-04
 1.23977438e-04 1.61009722e-04]","[0.   0.   0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.95 0.02 0.01
 0.   0.   0.   0.01]"
"[7.97251375e-05 1.17423790e-04 2.57101879e-05 4.79866787e-05
 1.73194398e-05 1.56902402e-04 1.08691749e-04 3.68323806e-05
 1.43933483e-05 7.77069244e-05 8.04011109e-07 2.05386196e-04
 6.05623147e-05 2.57057156e-05 1.34398387e-04 4.91330393e-05
 2.90740543e-05 9.98812244e-01]","[0.   0.01 0.   0.   0.   0.01 0.01 0.   0.   0.02 0.   0.01 0.02 0.
 0.01 0.   0.   0.91]"
"[1.30662654e-04 9.72702717e-05 1.13705250e-04 9.74582512e-05
 4.57179515e-05 1.32922643e-04 1.32382708e-04 8.72761547e-05
 4.65210189e-05 1.27752442e-04 2.17587833e-04 1.27077335e-04
 1.38955659e-04 9.91018430e-05 9.98002216e-05 9.98128306e-01
 6.29343967e-05 1.14567223e-04]","[0.01 0.02 0.   0.03 0.   0.   0.03 0.   0.   0.   0.   0.02 0.05 0.
 0.06 0.75 0.01 0.02]"
"[3.21408581e-05 3.60761971e-05 4.66009164e-05 4.70377597e-05
 6.33493642e-05 2.51903179e-05 3.95910091e-05 4.59543402e-05
 9.98810090e-01 3.98706577e-05 5.23745891e-04 2.17575637e-05
 5.24360676e-05 5.14860613e-05 2.43535453e-05 3.38574861e-05
 8.25515753e-05 2.39106244e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.97 0.   0.01 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[3.07332235e-05 2.63592803e-05 5.98903025e-05 4.57248481e-05
 7.95447179e-05 2.15261972e-05 3.36221445e-05 3.77629564e-05
 9.98736259e-01 2.57109958e-05 6.54863264e-04 1.97275340e-05
 3.20412959e-05 5.52141160e-05 2.54737285e-05 3.05979225e-05
 7.19700959e-05 1.29788313e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.95 0.   0.04 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.13204894e-04 8.46730746e-05 1.19595922e-04 9.89885814e-05
 6.21099563e-05 1.00558023e-04 1.08887826e-04 6.67613534e-05
 3.10538791e-05 8.68227026e-05 3.39084209e-04 1.03180203e-04
 9.98213926e-01 9.27911525e-05 1.02670203e-04 1.00767179e-04
 7.87875677e-05 9.61374904e-05]","[0.02 0.   0.   0.01 0.   0.03 0.01 0.01 0.01 0.   0.   0.   0.86 0.01
 0.01 0.02 0.01 0.  ]"
"[5.21981982e-05 4.21358344e-05 7.02228683e-05 4.53058587e-05
 9.97524030e-05 1.58766489e-05 4.07675350e-05 5.61836200e-05
 9.98411179e-01 2.81851392e-05 7.94310553e-04 2.77792374e-05
 5.66847075e-05 5.96235368e-05 3.45798739e-05 3.74660729e-05
 1.03302081e-04 2.44465255e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.94 0.   0.04 0.   0.   0.
 0.   0.   0.02 0.  ]"
"[4.84163225e-05 1.02584974e-04 2.34935612e-05 4.11884326e-05
 2.00389283e-05 1.68082290e-04 7.75347308e-05 3.59813328e-05
 1.30609033e-05 9.07965526e-05 3.08593172e-06 1.26246705e-04
 3.90727254e-05 2.22161078e-05 1.07305425e-04 4.46936784e-05
 3.17270352e-05 9.99004474e-01]","[0.   0.   0.   0.   0.   0.03 0.01 0.   0.   0.01 0.   0.04 0.   0.01
 0.02 0.   0.   0.88]"
"[1.58411576e-04 2.70769890e-04 9.78545007e-05 1.93861704e-04
 1.24296166e-04 1.97460285e-04 1.85987179e-04 1.53727019e-04
 2.92650530e-05 9.97325361e-01 1.44080356e-04 2.31349334e-04
 1.15145834e-04 1.54359320e-04 1.50579029e-04 1.67851389e-04
 1.02824624e-04 1.96815726e-04]","[0.01 0.07 0.03 0.04 0.   0.   0.03 0.   0.   0.75 0.   0.01 0.   0.01
 0.   0.03 0.   0.02]"
"[8.06406931e-05 9.71887435e-05 5.08878919e-05 6.17298669e-05
 3.25314337e-05 9.98616591e-01 9.43140218e-05 6.45730015e-05
 3.52230788e-05 9.24383287e-05 2.80791852e-05 1.56070422e-04
 7.11659357e-05 5.24672113e-05 1.05099135e-04 8.80383302e-05
 3.95514691e-05 2.33410589e-04]","[0.01 0.   0.   0.   0.   0.91 0.02 0.01 0.   0.01 0.   0.03 0.   0.
 0.   0.01 0.   0.  ]"
"[4.44052261e-05 2.88261335e-05 4.44354229e-05 4.21279075e-05
 1.02156257e-04 5.31915427e-05 4.73524162e-05 6.15123761e-05
 9.98726907e-01 2.81610799e-05 4.23103512e-04 6.64402638e-05
 3.22312919e-05 5.62182023e-05 5.50276323e-05 5.02358414e-05
 1.02516244e-04 3.51519778e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.01 0.   0.   0.
 0.   0.   0.   0.  ]"
"[3.92953224e-05 3.97296357e-05 5.23310263e-05 2.71087044e-05
 9.91201178e-05 3.12897258e-05 2.99525517e-05 4.70868871e-05
 7.86550665e-05 3.71907236e-05 7.33180864e-04 2.77207947e-05
 2.63952637e-05 4.19745838e-05 4.15939965e-05 5.24826097e-05
 9.98579931e-01 1.49608549e-05]","[0.   0.   0.01 0.   0.01 0.   0.   0.   0.01 0.   0.   0.   0.   0.
 0.   0.   0.97 0.  ]"
"[1.10508017e-04 1.36210973e-04 1.02505210e-04 1.19065258e-04
 8.00112989e-05 1.19745232e-04 1.25006630e-04 7.68323119e-05
 4.99630452e-05 1.15936242e-04 2.83220177e-04 1.54240639e-04
 1.30082149e-04 1.28180275e-04 9.97948746e-01 9.49580361e-05
 8.54598653e-05 1.39328579e-04]","[0.   0.07 0.   0.03 0.   0.   0.02 0.   0.   0.01 0.   0.03 0.01 0.
 0.79 0.02 0.01 0.01]"
"[1.40924436e-04 1.12880601e-04 5.42983461e-05 7.72422575e-05
 3.98863422e-05 1.36493464e-04 9.06396600e-05 1.08608683e-04
 2.15341758e-05 9.98397288e-01 1.18922718e-04 1.24889350e-04
 1.05087379e-04 5.21591834e-05 1.04485973e-04 9.22544088e-05
 9.49503222e-05 1.27454900e-04]","[0.   0.04 0.   0.01 0.   0.01 0.04 0.01 0.   0.81 0.01 0.01 0.01 0.
 0.02 0.02 0.   0.01]"
"[1.24420204e-04 1.39562638e-04 9.95333734e-05 1.18780340e-04
 7.55819633e-05 1.45129691e-04 1.22332305e-04 9.32674325e-05
 4.02066356e-05 1.45063558e-04 1.55107468e-04 1.44997470e-04
 1.23157284e-04 1.12375716e-04 9.98020471e-01 1.29791019e-04
 7.37347089e-05 1.36487373e-04]","[0.01 0.03 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.96 0.   0.   0.  ]"
"[1.19158170e-04 1.14487929e-04 8.58117963e-05 9.26662823e-05
 5.20559116e-05 1.59091596e-04 1.35562094e-04 8.02996567e-05
 3.81495789e-05 1.24575699e-04 1.04423638e-04 1.45022942e-04
 7.55647248e-05 4.61361311e-05 9.98300939e-01 1.17072603e-04
 6.61292343e-05 1.42852772e-04]","[0.01 0.03 0.   0.   0.   0.   0.02 0.01 0.   0.01 0.   0.   0.01 0.
 0.88 0.   0.   0.03]"
"[1.08049960e-04 9.61853962e-05 9.98169388e-01 1.28264259e-04
 3.18849274e-04 6.60778488e-05 1.03549055e-04 1.16293680e-04
 2.90691724e-05 9.64404297e-05 1.12070907e-04 8.01127960e-05
 1.19620773e-04 1.18451443e-04 1.01832410e-04 1.03213765e-04
 6.79484230e-05 6.45826444e-05]","[0.03 0.   0.86 0.01 0.   0.   0.01 0.04 0.   0.   0.   0.01 0.   0.01
 0.02 0.01 0.   0.  ]"
"[1.22679905e-04 1.80371347e-04 9.91462746e-05 6.50988034e-05
 9.23008166e-05 1.78493541e-04 9.97970372e-01 1.07120165e-04
 2.84407821e-05 1.64104494e-04 7.84184646e-05 1.77792460e-04
 7.51408440e-05 7.85836012e-05 2.02100401e-04 1.47289546e-04
 9.89881621e-05 1.33557898e-04]","[0.02 0.06 0.   0.   0.   0.   0.73 0.   0.01 0.1  0.   0.01 0.01 0.01
 0.04 0.01 0.   0.  ]"
"[1.18350238e-04 1.07683300e-04 1.17363452e-04 1.08278806e-04
 8.43143193e-05 1.16744233e-04 9.98043594e-01 1.01268703e-04
 4.35256093e-05 1.23057732e-04 2.96051781e-04 1.03713493e-04
 1.21217436e-04 1.30023991e-04 1.07321185e-04 1.06513176e-04
 7.84031029e-05 9.25754007e-05]","[0.02 0.   0.   0.   0.   0.   0.93 0.   0.   0.03 0.   0.   0.01 0.
 0.01 0.   0.   0.  ]"
"[4.78061032e-05 3.46984648e-05 3.84686569e-05 6.41282418e-05
 9.04021946e-05 3.22921382e-05 5.95299178e-05 5.78747709e-05
 1.22496789e-04 6.52275719e-05 1.78774888e-04 4.75710737e-05
 6.21179927e-05 6.05441089e-05 2.38096172e-05 5.64939292e-05
 9.98920668e-01 3.70956960e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.01 0.06 0.   0.01 0.   0.02 0.
 0.   0.   0.89 0.  ]"
"[1.28189693e-05 7.07786533e-06 9.36596374e-06 1.66654794e-05
 2.12011350e-05 5.77608511e-06 1.62469593e-05 1.54201330e-05
 9.99632216e-01 5.95911639e-06 1.17421529e-04 5.94729358e-06
 1.09388055e-05 1.69148609e-05 1.24992017e-05 1.31328086e-05
 6.96821865e-05 1.07160768e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.96 0.   0.01 0.   0.   0.
 0.   0.   0.02 0.  ]"
"[1.00706188e-04 6.79371726e-05 9.98479911e-01 1.04698086e-04
 7.14641585e-05 5.40073204e-05 8.81160852e-05 9.21128600e-05
 4.78987689e-05 6.49702187e-05 3.54911401e-04 3.63488869e-05
 7.64793930e-05 9.60995301e-05 6.74828682e-05 7.99663728e-05
 7.66944257e-05 4.01947725e-05]","[0.01 0.   0.89 0.01 0.   0.   0.02 0.   0.   0.   0.   0.   0.   0.03
 0.01 0.02 0.01 0.  ]"
"[1.86733274e-04 1.53830678e-04 7.41047887e-05 1.24702067e-04
 9.67075520e-05 1.64742097e-04 1.43634271e-04 1.40367390e-04
 4.93712414e-05 1.87018551e-04 1.29516835e-04 9.97722378e-01
 1.27586719e-04 7.25245701e-05 2.15245728e-04 1.17299677e-04
 1.46408799e-04 1.47827438e-04]","[0.02 0.02 0.01 0.03 0.   0.01 0.   0.   0.02 0.01 0.   0.83 0.   0.
 0.02 0.02 0.   0.01]"
"[1.95051146e-04 9.97176020e-01 1.34180556e-04 1.20063466e-04
 1.02609229e-04 1.69148679e-04 1.45454527e-04 1.42577911e-04
 1.77739424e-04 1.02374194e-04 1.89849561e-05 2.31111209e-04
 4.38357756e-04 1.43182045e-04 2.09662059e-04 1.35636856e-04
 1.05927551e-04 2.51918647e-04]","[0.01 0.7  0.01 0.02 0.   0.04 0.   0.01 0.   0.03 0.   0.02 0.03 0.
 0.1  0.02 0.   0.01]"
"[4.47323727e-05 5.07345109e-05 3.11873663e-05 4.21453896e-05
 4.74432456e-05 6.83603059e-05 3.78534103e-05 2.72340131e-05
 9.99126140e-01 6.64853055e-05 9.69184473e-05 6.31454127e-05
 3.16165876e-05 2.75623700e-05 6.40502867e-05 4.23948921e-05
 5.48891975e-05 7.71069660e-05]","[0.   0.   0.   0.   0.   0.   0.   0.01 0.95 0.   0.03 0.01 0.   0.
 0.   0.   0.   0.  ]"
"[1.12741996e-04 2.09229215e-04 6.35878973e-05 1.23037323e-04
 5.93535821e-05 1.83405714e-04 1.61989661e-04 1.27337905e-04
 3.34415969e-05 9.36187071e-05 4.21909278e-05 1.64385916e-04
 9.18578778e-05 9.49474454e-05 1.55884566e-04 1.19438297e-04
 7.56836570e-05 9.98087868e-01]","[0.01 0.01 0.   0.02 0.   0.   0.02 0.01 0.   0.01 0.   0.   0.   0.
 0.02 0.02 0.   0.88]"
"[9.83122457e-05 1.11732023e-04 9.03565419e-05 9.98480156e-01
 6.21511508e-05 9.02805397e-05 8.38865384e-05 1.16481412e-04
 6.75500849e-05 8.03956732e-05 1.44567679e-04 6.19913848e-05
 9.13881187e-05 9.38758443e-05 9.67034665e-05 8.26772992e-05
 7.17244372e-05 7.57694490e-05]","[0.02 0.02 0.01 0.84 0.   0.02 0.01 0.02 0.   0.   0.   0.   0.03 0.01
 0.01 0.01 0.   0.  ]"
"[4.51573733e-05 4.55694802e-05 3.78380985e-05 4.02155661e-05
 7.13855323e-05 4.07433969e-05 3.24038310e-05 4.30038874e-05
 9.99297837e-01 3.69066563e-05 5.41540180e-05 2.41119030e-05
 3.94209803e-05 3.02026428e-05 3.48228605e-05 4.54444465e-05
 5.38335157e-05 2.69484661e-05]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[1.19813567e-04 1.50421264e-04 8.56088673e-05 1.32254875e-04
 5.00392863e-05 1.17391167e-04 1.49101529e-04 8.47274030e-05
 4.47579793e-05 8.38852257e-05 1.14922841e-04 1.28751856e-04
 9.74928096e-05 6.16501137e-05 9.98203710e-01 1.22172349e-04
 6.43172076e-05 1.88981790e-04]","[0.01 0.04 0.01 0.04 0.   0.   0.03 0.   0.   0.01 0.   0.01 0.   0.
 0.85 0.   0.   0.  ]"
"[4.79268685e-05 3.66951150e-05 6.26037116e-05 5.27070593e-05
 1.07004752e-04 3.30698979e-05 4.48901057e-05 5.28949944e-05
 1.04423164e-04 4.59467231e-05 1.08543143e-03 3.09563213e-05
 5.60479868e-05 6.95026826e-05 3.70992524e-05 4.83076998e-05
 9.98061168e-01 2.33247253e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.02 0.   0.05 0.   0.   0.
 0.   0.   0.93 0.  ]"
"[1.06429194e-04 9.97989091e-01 6.31582058e-05 1.34957194e-04
 6.29639288e-05 1.99082863e-04 1.30033894e-04 1.09397750e-04
 5.85159064e-05 1.22601002e-04 1.69574743e-04 1.73246342e-04
 1.12023204e-04 9.83762210e-05 8.51565650e-05 8.86233786e-05
 9.24502322e-05 2.04317978e-04]","[0.01 0.79 0.   0.   0.   0.05 0.04 0.01 0.   0.02 0.02 0.02 0.   0.01
 0.   0.   0.   0.03]"
"[8.30593354e-05 4.69721133e-05 9.15307034e-05 4.60675231e-05
 5.31038974e-05 5.53693009e-05 4.83055486e-05 7.05677374e-05
 2.59166249e-05 5.68126503e-05 3.45028117e-04 3.41170351e-05
 8.82080935e-05 9.98745062e-01 6.59592354e-05 5.25374533e-05
 5.51886023e-05 3.61940921e-05]","[0.   0.   0.02 0.   0.   0.   0.   0.   0.   0.   0.01 0.   0.   0.96
 0.   0.01 0.   0.  ]"
"[9.18124882e-05 5.12123803e-05 9.98499196e-01 8.49693103e-05
 6.63044697e-05 5.77337514e-05 8.53230881e-05 9.76248487e-05
 4.63666394e-05 6.42500675e-05 4.34107100e-04 4.35414537e-05
 6.55394656e-05 6.85016309e-05 5.77107513e-05 8.48155848e-05
 7.02015191e-05 3.07892632e-05]","[0.   0.   0.92 0.01 0.   0.   0.   0.   0.02 0.   0.   0.   0.   0.03
 0.   0.01 0.   0.01]"
"[1.05288995e-04 5.68317602e-05 9.98553296e-01 8.09689774e-05
 4.61735330e-05 7.15778022e-05 9.47152581e-05 8.70023126e-05
 4.66201955e-05 7.94495403e-05 2.61487653e-04 5.94833742e-05
 1.14215526e-04 1.10294972e-04 5.65169319e-05 7.26198318e-05
 5.85867096e-05 4.48704646e-05]","[0.01 0.01 0.87 0.   0.   0.03 0.   0.01 0.   0.   0.01 0.   0.01 0.03
 0.   0.01 0.01 0.  ]"
"[8.89679126e-05 4.00589661e-05 9.98166930e-01 1.20641460e-04
 9.72430994e-05 6.86836235e-05 8.17844287e-05 1.41528100e-04
 3.64118133e-05 9.22080978e-05 5.11898344e-04 5.43469087e-05
 1.13622603e-04 1.69516466e-04 4.01708114e-05 6.06223734e-05
 6.82971640e-05 4.70681680e-05]","[0.   0.   0.9  0.01 0.   0.   0.   0.02 0.   0.   0.   0.   0.01 0.05
 0.   0.01 0.   0.  ]"
"[1.83451924e-04 1.33599794e-04 1.23343382e-04 1.24702685e-04
 9.97627831e-05 1.68792579e-04 1.45341521e-04 1.49951573e-04
 7.01629623e-05 9.97503935e-01 6.25252182e-05 2.35832331e-04
 1.34716002e-04 1.33704706e-04 2.39645794e-04 1.40422289e-04
 1.02363095e-04 2.47746558e-04]","[0.01 0.02 0.   0.   0.   0.02 0.06 0.01 0.   0.81 0.   0.01 0.   0.
 0.02 0.02 0.   0.02]"
"[1.54850808e-04 2.51806292e-04 2.52565033e-04 2.04966750e-04
 1.55476251e-04 2.87130089e-04 1.68104811e-04 1.84549614e-04
 4.10345494e-05 9.95579435e-01 2.82975453e-04 2.88482795e-04
 1.65830283e-04 1.37813592e-04 1.29960047e-03 2.08465758e-04
 1.75043826e-04 1.61868687e-04]","[0.02 0.03 0.01 0.01 0.   0.05 0.03 0.   0.01 0.64 0.   0.04 0.02 0.01
 0.06 0.04 0.01 0.02]"
"[3.17155518e-04 1.69075100e-04 3.89890332e-04 3.30294818e-04
 8.72387693e-04 1.50961297e-04 2.07622644e-04 4.19126207e-04
 1.92207506e-03 2.44526276e-04 9.92678098e-01 1.09893404e-04
 3.09562099e-04 4.59638607e-04 2.11549481e-04 3.10726526e-04
 7.89284545e-04 1.08132328e-04]","[0.   0.   0.01 0.   0.32 0.   0.   0.   0.06 0.   0.58 0.   0.01 0.
 0.   0.   0.02 0.  ]"
"[1.11232236e-04 1.35884632e-04 7.45303994e-05 9.45706581e-05
 5.82668210e-05 9.98295500e-01 1.15200714e-04 7.40835389e-05
 3.26392679e-05 1.39688852e-04 6.56604297e-05 1.53435187e-04
 1.04545257e-04 8.38448067e-05 1.35154959e-04 1.09008807e-04
 5.99793749e-05 1.56774491e-04]","[0.   0.   0.   0.   0.   0.97 0.   0.   0.   0.01 0.   0.02 0.   0.
 0.   0.   0.   0.  ]"
"[5.59971332e-05 6.62830557e-05 1.31685892e-05 4.50945866e-05
 1.68433009e-05 8.38256482e-05 9.23955216e-05 2.94228847e-05
 1.45098835e-05 4.95378849e-05 2.79389731e-06 8.92695073e-05
 3.72062386e-05 2.29762027e-05 1.18368185e-04 4.93012200e-05
 2.28144204e-05 9.99190192e-01]","[0.   0.01 0.   0.   0.   0.03 0.   0.   0.   0.   0.   0.01 0.   0.
 0.01 0.01 0.   0.93]"
"[1.30547246e-04 1.23253980e-04 1.17883995e-04 1.19333501e-04
 6.07623780e-05 1.21331972e-04 8.91862216e-05 1.05464935e-04
 4.26166460e-05 1.23440784e-04 3.01109767e-04 1.28719461e-04
 9.97991036e-01 1.14390124e-04 1.19784057e-04 1.23780150e-04
 7.46471602e-05 1.12711263e-04]","[0.01 0.02 0.   0.02 0.   0.   0.01 0.01 0.   0.   0.01 0.   0.88 0.01
 0.01 0.02 0.   0.  ]"
